sampleID	add1	transcript	add2	TPM	add3
S41	41	chr17_uc002ict.3	11	104991.95	2
S41	41	chr17_uc010cyz.2	12	880.06	2
S41	41	chr17_uc010who.3	13	13316.23	2
S42	42	chr2_uc002rvz.4	1	139102.69	4
S42	42	chr2_uc002rvy.2	2	20686.28	4
S42	42	chr2_uc010fbh.1	3	6393.01	4
S42	42	chr11_uc009yxr.1	4	119777.86	1
S42	42	chr11_uc001pkb.1	5	6654.27	1
S42	42	chr11_uc001pkc.1	6	80990.44	1
S42	42	chr11_uc001pkf.3	7	6247.24	1
S42	42	chr11_uc001pkd.4	8	368.58	1
S42	42	chr13_uc001uub.1	9	163296.78	3
S42	42	chr16_uc002dlx.1	10	232297.31	5
S42	42	chr17_uc002ict.3	11	212949.11	2
S42	42	chr17_uc010cyz.2	12	581.72	2
S42	42	chr17_uc010who.3	13	10654.72	2
S43	43	chr2_uc002rvz.4	1	161198.41	4
S43	43	chr2_uc002rvy.2	2	22905.89	4
S43	43	chr2_uc010fbh.1	3	7104.37	4
S43	43	chr11_uc009yxr.1	4	130430.19	1
S43	43	chr11_uc001pkb.1	5	6929.26	1
S43	43	chr11_uc001pkc.1	6	93728.04	1
S43	43	chr11_uc001pkf.3	7	8435.45	1
S43	43	chr11_uc001pkd.4	8	265.16	1
S43	43	chr13_uc001uub.1	9	187780.83	3
S43	43	chr16_uc002dlx.1	10	265620.94	5
S43	43	chr17_uc002ict.3	11	102457.89	2
S43	43	chr17_uc010cyz.2	12	704.4	2
S43	43	chr17_uc010who.3	13	12439.19	2
S44	44	chr2_uc002rvz.4	1	136655.92	4
S44	44	chr2_uc002rvy.2	2	21547.86	4
S44	44	chr2_uc010fbh.1	3	4187.81	4
S44	44	chr11_uc009yxr.1	4	116926.63	1
S44	44	chr11_uc001pkb.1	5	6321.53	1
S44	44	chr11_uc001pkc.1	6	86496.85	1
S44	44	chr11_uc001pkf.3	7	7414.95	1
S44	44	chr11_uc001pkd.4	8	140.86	1
S44	44	chr13_uc001uub.1	9	164551.98	3
S44	44	chr16_uc002dlx.1	10	234522.5	5
S44	44	chr17_uc002ict.3	11	209954.42	2
S44	44	chr17_uc010cyz.2	12	520.63	2
S44	44	chr17_uc010who.3	13	10758.05	2
S45	45	chr2_uc002rvz.4	1	142861.17	4
S45	45	chr2_uc002rvy.2	2	22202.46	4
S45	45	chr2_uc010fbh.1	3	6084.46	4
S45	45	chr11_uc009yxr.1	4	114510.11	1
S45	45	chr11_uc001pkb.1	5	6301.58	1
S45	45	chr11_uc001pkc.1	6	81219.57	1
S45	45	chr11_uc001pkf.3	7	8199.41	1
S45	45	chr11_uc001pkd.4	8	173.01	1
S45	45	chr13_uc001uub.1	9	161508.56	3
S45	45	chr16_uc002dlx.1	10	229204.22	5
S45	45	chr17_uc002ict.3	11	215801.06	2
S45	45	chr17_uc010cyz.2	12	513.24	2
S45	45	chr17_uc010who.3	13	11421.14	2
S46	46	chr2_uc002rvz.4	1	149375.53	4
S46	46	chr2_uc002rvy.2	2	21565.71	4
S46	46	chr2_uc010fbh.1	3	5879.5	4
S46	46	chr11_uc009yxr.1	4	118571.03	1
S46	46	chr11_uc001pkb.1	5	6152.84	1
S46	46	chr11_uc001pkc.1	6	85728.38	1
S46	46	chr11_uc001pkf.3	7	7556.76	1
S46	46	chr11_uc001pkd.4	8	86.23	1
S46	46	chr13_uc001uub.1	9	150817.83	3
S46	46	chr16_uc002dlx.1	10	240957.25	5
S46	46	chr17_uc002ict.3	11	201909.23	2
S46	46	chr17_uc010cyz.2	12	669.42	2
S46	46	chr17_uc010who.3	13	10730.28	2
S47	47	chr2_uc002rvz.4	1	137994.73	4
S47	47	chr2_uc002rvy.2	2	21906.22	4
S47	47	chr2_uc010fbh.1	3	5345.46	4
S47	47	chr11_uc009yxr.1	4	116083.96	1
S47	47	chr11_uc001pkb.1	5	6734.22	1
S47	47	chr11_uc001pkc.1	6	80060.67	1
S47	47	chr11_uc001pkf.3	7	8009.23	1
S47	47	chr11_uc001pkd.4	8	585.38	1
S47	47	chr13_uc001uub.1	9	166747.98	3
S47	47	chr16_uc002dlx.1	10	237762.88	5
S47	47	chr17_uc002ict.3	11	207708.44	2
S47	47	chr17_uc010cyz.2	12	655.62	2
S47	47	chr17_uc010who.3	13	10405.22	2
S48	48	chr2_uc002rvz.4	1	146977.45	4
S48	48	chr2_uc002rvy.2	2	21024.13	4
S48	48	chr2_uc010fbh.1	3	8498.94	4
S48	48	chr11_uc009yxr.1	4	114986.23	1
S48	48	chr11_uc001pkb.1	5	7950.3	1
S48	48	chr11_uc001pkc.1	6	76852.09	1
S48	48	chr11_uc001pkf.3	7	9783.23	1
S48	48	chr11_uc001pkd.4	8	542.68	1
S48	48	chr13_uc001uub.1	9	154229.44	3
S48	48	chr16_uc002dlx.1	10	227483.75	5
S48	48	chr17_uc002ict.3	11	218955.72	2
S48	48	chr17_uc010cyz.2	12	644.38	2
S48	48	chr17_uc010who.3	13	12071.65	2
S49	49	chr2_uc002rvz.4	1	142631.23	4
S49	49	chr2_uc002rvy.2	2	20052.3	4
S49	49	chr2_uc010fbh.1	3	4717.25	4
S49	49	chr11_uc009yxr.1	4	115607.08	1
S49	49	chr11_uc001pkb.1	5	6576.3	1
S49	49	chr11_uc001pkc.1	6	91368.09	1
S49	49	chr11_uc001pkf.3	7	9504.18	1
S49	49	chr11_uc001pkd.4	8	122.39	1
S49	49	chr13_uc001uub.1	9	162416.23	3
S49	49	chr16_uc002dlx.1	10	227585.59	5
S49	49	chr17_uc002ict.3	11	208464.31	2
S49	49	chr17_uc010cyz.2	12	442.29	2
S49	49	chr17_uc010who.3	13	10512.76	2
S50	50	chr2_uc002rvz.4	1	146707.81	4
S50	50	chr2_uc002rvy.2	2	19909.97	4
S50	50	chr2_uc010fbh.1	3	5252.17	4
S50	50	chr11_uc009yxr.1	4	106202.41	1
S50	50	chr11_uc001pkb.1	5	6400.31	1
S50	50	chr11_uc001pkc.1	6	89357.77	1
S50	50	chr11_uc001pkf.3	7	8595.04	1
S50	50	chr11_uc001pkd.4	8	234.67	1
S50	50	chr13_uc001uub.1	9	126579.84	3
S50	50	chr16_uc002dlx.1	10	255258.39	5
S50	50	chr17_uc002ict.3	11	222872.39	2
S50	50	chr17_uc010cyz.2	12	610.07	2
S50	50	chr17_uc010who.3	13	12019.18	2
S51	51	chr2_uc002rvz.4	1	135691.48	4
S51	51	chr2_uc002rvy.2	2	21147.78	4
S51	51	chr2_uc010fbh.1	3	4490.69	4
S51	51	chr11_uc009yxr.1	4	118634.7	1
S51	51	chr11_uc001pkb.1	5	6830.73	1
S51	51	chr11_uc001pkc.1	6	86166.23	1
S51	51	chr11_uc001pkf.3	7	8987.99	1
S51	51	chr11_uc001pkd.4	8	221.78	1
S51	51	chr13_uc001uub.1	9	168046.92	3
S51	51	chr16_uc002dlx.1	10	229999.17	5
S51	51	chr17_uc002ict.3	11	208868.2	2
S51	51	chr17_uc010cyz.2	12	520.86	2
S51	51	chr17_uc010who.3	13	10393.45	2
S52	52	chr2_uc002rvz.4	1	159230	4
S52	52	chr2_uc002rvy.2	2	21902.2	4
S52	52	chr2_uc010fbh.1	3	6723.73	4
S52	52	chr11_uc009yxr.1	4	128001.87	1
S52	52	chr11_uc001pkb.1	5	6313.38	1
S52	52	chr11_uc001pkc.1	6	99889.48	1
S52	52	chr11_uc001pkf.3	7	8073.62	1
S52	52	chr11_uc001pkd.4	8	134.76	1
S52	52	chr13_uc001uub.1	9	175990.66	3
S52	52	chr16_uc002dlx.1	10	274354.19	5
S52	52	chr17_uc002ict.3	11	106051.92	2
S52	52	chr17_uc010cyz.2	12	569.56	2
S52	52	chr17_uc010who.3	13	12764.65	2
S53	53	chr2_uc002rvz.4	1	140551.08	4
S53	53	chr2_uc002rvy.2	2	21802.11	4
S53	53	chr2_uc010fbh.1	3	6742.08	4
S53	53	chr11_uc009yxr.1	4	120314.84	1
S53	53	chr11_uc001pkb.1	5	6712.1	1
S53	53	chr11_uc001pkc.1	6	77445.47	1
S53	53	chr11_uc001pkf.3	7	7349.23	1
S53	53	chr11_uc001pkd.4	8	258.12	1
S53	53	chr13_uc001uub.1	9	170892.11	3
S53	53	chr16_uc002dlx.1	10	222669.12	5
S53	53	chr17_uc002ict.3	11	214808.3	2
S53	53	chr17_uc010cyz.2	12	413.03	2
S53	53	chr17_uc010who.3	13	10042.41	2
S54	54	chr2_uc002rvz.4	1	134339.48	4
S54	54	chr2_uc002rvy.2	2	22614.46	4
S54	54	chr2_uc010fbh.1	3	6761.77	4
S54	54	chr11_uc009yxr.1	4	117101.18	1
S54	54	chr11_uc001pkb.1	5	6295.83	1
S54	54	chr11_uc001pkc.1	6	83412.81	1
S54	54	chr11_uc001pkf.3	7	7006.56	1
S54	54	chr11_uc001pkd.4	8	19552.54	1
S54	54	chr13_uc001uub.1	9	160178.77	3
S54	54	chr16_uc002dlx.1	10	223908.78	5
S54	54	chr17_uc002ict.3	11	206829.98	2
S54	54	chr17_uc010whp.2	14	38.26	2
S54	54	chr17_uc010cyz.2	12	518.36	2
S54	54	chr17_uc010who.3	13	11441.21	2
S55	55	chr2_uc002rvz.4	1	143552.17	4
S55	55	chr2_uc002rvy.2	2	20364.79	4
S55	55	chr2_uc010fbh.1	3	6338.31	4
S55	55	chr11_uc009yxr.1	4	120106.51	1
S55	55	chr11_uc001pkb.1	5	6699.87	1
S55	55	chr11_uc001pkc.1	6	82084.77	1
S55	55	chr11_uc001pkf.3	7	7950.53	1
S55	55	chr11_uc001pkd.4	8	182.08	1
S55	55	chr13_uc001uub.1	9	170365.5	3
S55	55	chr16_uc002dlx.1	10	221946.11	5
S55	55	chr17_uc002ict.3	11	208370.16	2
S55	55	chr17_uc010cyz.2	12	441.73	2
S55	55	chr17_uc010who.3	13	11597.45	2
S56	56	chr2_uc002rvz.4	1	139273.98	4
S56	56	chr2_uc002rvy.2	2	22245.45	4
S56	56	chr2_uc010fbh.1	3	3724.04	4
S56	56	chr11_uc009yxr.1	4	122013.61	1
S56	56	chr11_uc001pkb.1	5	6544.93	1
S56	56	chr11_uc001pkc.1	6	82080.27	1
S56	56	chr11_uc001pkf.3	7	7214.33	1
S56	56	chr11_uc001pkd.4	8	81.04	1
S56	56	chr13_uc001uub.1	9	173751.7	3
S56	56	chr16_uc002dlx.1	10	223243.36	5
S56	56	chr17_uc002ict.3	11	207350.38	2
S56	56	chr17_uc010cyz.2	12	779.11	2
S56	56	chr17_uc010who.3	13	11697.8	2
S57	57	chr2_uc002rvz.4	1	158571.84	4
S57	57	chr2_uc002rvy.2	2	26782.18	4
S57	57	chr2_uc010fbh.1	3	6119.57	4
S57	57	chr11_uc009yxr.1	4	139934.05	1
S57	57	chr11_uc001pkb.1	5	7924.54	1
S57	57	chr11_uc001pkc.1	6	92589.25	1
S57	57	chr11_uc001pkf.3	7	9620.2	1
S57	57	chr11_uc001pkd.4	8	499.34	1
S57	57	chr13_uc001uub.1	9	200977.28	3
S57	57	chr16_uc002dlx.1	10	245961.25	5
S57	57	chr17_uc002ict.3	11	98518.04	2
S57	57	chr17_uc010cyz.2	12	686.81	2
S57	57	chr17_uc010who.3	13	11815.64	2
S58	58	chr2_uc002rvz.4	1	163357.95	4
S58	58	chr2_uc002rvy.2	2	25551.75	4
S58	58	chr2_uc010fbh.1	3	6752.19	4
S58	58	chr11_uc009yxr.1	4	137980.59	1
S58	58	chr11_uc001pkb.1	5	7861.91	1
S58	58	chr11_uc001pkc.1	6	101748.66	1
S58	58	chr11_uc001pkf.3	7	9550.64	1
S58	58	chr11_uc001pkd.4	8	260.76	1
S58	58	chr13_uc001uub.1	9	195927.08	3
S58	58	chr16_uc002dlx.1	10	263204	5
S58	58	chr17_uc002ict.3	11	73783.87	2
S58	58	chr17_uc010cyz.2	12	788.66	2
S58	58	chr17_uc010who.3	13	13231.94	2
S59	59	chr2_uc002rvz.4	1	154310.08	4
S59	59	chr2_uc002rvy.2	2	26930.71	4
S59	59	chr2_uc010fbh.1	3	6279.5	4
S59	59	chr11_uc009yxr.1	4	129524.11	1
S59	59	chr11_uc001pkb.1	5	6931.76	1
S59	59	chr11_uc001pkc.1	6	99261.96	1
S59	59	chr11_uc001pkf.3	7	11023.97	1
S59	59	chr11_uc001pkd.4	8	731.54	1
S59	59	chr13_uc001uub.1	9	209873.97	3
S59	59	chr16_uc002dlx.1	10	245006	5
S59	59	chr17_uc002ict.3	11	96840.51	2
S59	59	chr17_uc010cyz.2	12	633.58	2
S59	59	chr17_uc010who.3	13	12652.34	2
S60	60	chr2_uc002rvz.4	1	136883.41	4
S60	60	chr2_uc002rvy.2	2	19096.25	4
S60	60	chr2_uc010fbh.1	3	5202.02	4
S60	60	chr11_uc009yxr.1	4	123274.76	1
S60	60	chr11_uc001pkb.1	5	6848.52	1
S60	60	chr11_uc001pkc.1	6	91279.16	1
S60	60	chr11_uc001pkf.3	7	8008.22	1
S60	60	chr11_uc001pkd.4	8	281.06	1
S60	60	chr13_uc001uub.1	9	171831.78	3
S60	60	chr16_uc002dlx.1	10	219609.02	5
S60	60	chr17_uc002ict.3	11	206910.2	2
S60	60	chr17_uc010cyz.2	12	685.49	2
S60	60	chr17_uc010who.3	13	10090.13	2
S61	61	chr2_uc002rvz.4	1	159138.47	4
S61	61	chr2_uc002rvy.2	2	23789.2	4
S61	61	chr2_uc010fbh.1	3	5285.73	4
S61	61	chr11_uc009yxr.1	4	140856.31	1
S61	61	chr11_uc001pkb.1	5	4090.54	1
S61	61	chr11_uc001pkc.1	6	98067.11	1
S61	61	chr11_uc001pkf.3	7	11189.97	1
S61	61	chr13_uc001uub.1	9	189255.47	3
S61	61	chr16_uc002dlx.1	10	255699.77	5
S61	61	chr17_uc002ict.3	11	100420.35	2
S61	61	chr17_uc010cyz.2	12	659.58	2
S61	61	chr17_uc010who.3	13	11547.51	2
S62	62	chr2_uc002rvz.4	1	136548.59	4
S62	62	chr2_uc002rvy.2	2	22122.02	4
S62	62	chr2_uc010fbh.1	3	4075.61	4
S62	62	chr11_uc009yxr.1	4	116244.5	1
S62	62	chr11_uc001pkb.1	5	6068.69	1
S62	62	chr11_uc001pkc.1	6	88160.23	1
S62	62	chr11_uc001pkf.3	7	6866.77	1
S62	62	chr11_uc001pkd.4	8	194.82	1
S62	62	chr13_uc001uub.1	9	164821.55	3
S62	62	chr16_uc002dlx.1	10	233156.09	5
S62	62	chr17_uc002ict.3	11	209095.95	2
S62	62	chr17_uc010cyz.2	12	435.21	2
S62	62	chr17_uc010who.3	13	12209.97	2
S63	63	chr2_uc002rvz.4	1	157070.66	4
S63	63	chr2_uc002rvy.2	2	27560.6	4
S63	63	chr2_uc010fbh.1	3	7542.71	4
S63	63	chr11_uc009yxr.1	4	133579.12	1
S63	63	chr11_uc001pkb.1	5	7582.28	1
S63	63	chr11_uc001pkc.1	6	88609.55	1
S63	63	chr11_uc001pkf.3	7	10608.66	1
S63	63	chr11_uc001pkd.4	8	204.01	1
S63	63	chr13_uc001uub.1	9	221624.31	3
S63	63	chr16_uc002dlx.1	10	235164.14	5
S63	63	chr17_uc002ict.3	11	97528.71	2
S63	63	chr17_uc010cyz.2	12	515.15	2
S63	63	chr17_uc010who.3	13	12410.14	2
S64	64	chr2_uc002rvz.4	1	156518.7	4
S64	64	chr2_uc002rvy.2	2	25446.91	4
S64	64	chr2_uc010fbh.1	3	7075.56	4
S64	64	chr11_uc009yxr.1	4	137360.8	1
S64	64	chr11_uc001pkb.1	5	7687.64	1
S64	64	chr11_uc001pkc.1	6	96065.73	1
S64	64	chr11_uc001pkf.3	7	8556.5	1
S64	64	chr11_uc001pkd.4	8	263.28	1
S64	64	chr13_uc001uub.1	9	212735.77	3
S64	64	chr16_uc002dlx.1	10	246634.62	5
S64	64	chr17_uc002ict.3	11	90724.2	2
S64	64	chr17_uc010cyz.2	12	464.46	2
S64	64	chr17_uc010who.3	13	10465.84	2
S65	65	chr2_uc002rvz.4	1	90536.17	4
S65	65	chr2_uc002rvy.2	2	34386.45	4
S65	65	chr11_uc009yxr.1	4	176256.94	1
S65	65	chr11_uc001pkc.1	6	77115.8	1
S65	65	chr13_uc001uub.1	9	170881.73	3
S65	65	chr16_uc002dlx.1	10	171901.52	5
S65	65	chr17_uc002ict.3	11	264729.66	2
S65	65	chr17_uc010who.3	13	14191.72	2
S66	66	chr2_uc002rvz.4	1	136354.53	4
S66	66	chr2_uc002rvy.2	2	23006.64	4
S66	66	chr2_uc010fbh.1	3	7007.01	4
S66	66	chr11_uc009yxr.1	4	115571.8	1
S66	66	chr11_uc001pkb.1	5	7296.75	1
S66	66	chr11_uc001pkc.1	6	80979.45	1
S66	66	chr11_uc001pkf.3	7	6243.29	1
S66	66	chr11_uc001pkd.4	8	22041.57	1
S66	66	chr13_uc001uub.1	9	172810.69	3
S66	66	chr16_uc002dlx.1	10	214339.75	5
S66	66	chr17_uc002ict.3	11	201255.19	2
S66	66	chr17_uc010cyz.2	12	552.12	2
S66	66	chr17_uc010who.3	13	12541.23	2
S67	67	chr2_uc002rvz.4	1	134768.09	4
S67	67	chr2_uc002rvy.2	2	23335.46	4
S67	67	chr2_uc010fbh.1	3	1546.07	4
S67	67	chr11_uc009yxr.1	4	115290.83	1
S67	67	chr11_uc001pkb.1	5	10059.04	1
S67	67	chr11_uc001pkc.1	6	91280.02	1
S67	67	chr11_uc001pkf.3	7	4448.92	1
S67	67	chr11_uc001pkd.4	8	14404.92	1
S67	67	chr13_uc001uub.1	9	177515.98	3
S67	67	chr16_uc002dlx.1	10	211675.03	5
S67	67	chr17_uc002ict.3	11	203866.92	2
S67	67	chr17_uc010cyz.2	12	553.26	2
S67	67	chr17_uc010who.3	13	11255.45	2
S68	68	chr2_uc002rvz.4	1	156501.16	4
S68	68	chr2_uc002rvy.2	2	24240.32	4
S68	68	chr2_uc010fbh.1	3	6533.37	4
S68	68	chr11_uc009yxr.1	4	134851.59	1
S68	68	chr11_uc001pkb.1	5	7457.82	1
S68	68	chr11_uc001pkc.1	6	91961.26	1
S68	68	chr11_uc001pkf.3	7	10351.97	1
S68	68	chr11_uc001pkd.4	8	364.25	1
S68	68	chr13_uc001uub.1	9	193800.03	3
S68	68	chr16_uc002dlx.1	10	261117.28	5
S68	68	chr17_uc002ict.3	11	100699.21	2
S68	68	chr17_uc010whp.2	14	53.89	2
S68	68	chr17_uc010cyz.2	12	543.52	2
S68	68	chr17_uc010who.3	13	11524.35	2
S69	69	chr2_uc002rvz.4	1	136409.91	4
S69	69	chr2_uc002rvy.2	2	23641.82	4
S69	69	chr2_uc010fbh.1	3	9831.22	4
S69	69	chr11_uc009yxr.1	4	157491.52	1
S69	69	chr11_uc001pkb.1	5	10043.82	1
S69	69	chr11_uc001pkc.1	6	75393.02	1
S69	69	chr11_uc001pkf.3	7	8318.52	1
S69	69	chr11_uc001pkd.4	8	1637.9	1
S69	69	chr13_uc001uub.1	9	169984.11	3
S69	69	chr16_uc002dlx.1	10	204445.73	5
S69	69	chr17_uc002ict.3	11	193094.72	2
S69	69	chr17_uc010who.3	13	9707.72	2
S70	70	chr2_uc002rvz.4	1	137374.27	4
S70	70	chr2_uc002rvy.2	2	23854.58	4
S70	70	chr2_uc010fbh.1	3	6835.38	4
S70	70	chr11_uc009yxr.1	4	116806.48	1
S70	70	chr11_uc001pkb.1	5	3712.51	1
S70	70	chr11_uc001pkc.1	6	71734.29	1
S70	70	chr11_uc001pkf.3	7	5876.38	1
S70	70	chr13_uc001uub.1	9	166519.27	3
S70	70	chr16_uc002dlx.1	10	223799.12	5
S70	70	chr17_uc002ict.3	11	234312.53	2
S70	70	chr17_uc010cyz.2	12	509.6	2
S70	70	chr17_uc010who.3	13	8665.59	2
S71	71	chr2_uc002rvz.4	1	130265.15	4
S71	71	chr2_uc002rvy.2	2	24454.49	4
S71	71	chr2_uc010fbh.1	3	7392.34	4
S71	71	chr11_uc009yxr.1	4	164603.81	1
S71	71	chr11_uc001pkb.1	5	6584.12	1
S71	71	chr11_uc001pkc.1	6	82614.91	1
S71	71	chr11_uc001pkf.3	7	18041.91	1
S71	71	chr13_uc001uub.1	9	185979.58	3
S71	71	chr16_uc002dlx.1	10	174602.89	5
S71	71	chr17_uc002ict.3	11	196295.39	2
S71	71	chr17_uc010cyz.2	12	272.1	2
S71	71	chr17_uc010who.3	13	8893.28	2
S72	72	chr2_uc002rvz.4	1	150530.91	4
S72	72	chr2_uc002rvy.2	2	24486.22	4
S72	72	chr2_uc010fbh.1	3	6794.8	4
S72	72	chr11_uc009yxr.1	4	138037.55	1
S72	72	chr11_uc001pkb.1	5	7405.76	1
S72	72	chr11_uc001pkc.1	6	110624.77	1
S72	72	chr11_uc001pkf.3	7	7482.02	1
S72	72	chr11_uc001pkd.4	8	610.1	1
S72	72	chr13_uc001uub.1	9	196456.2	3
S72	72	chr16_uc002dlx.1	10	250032.31	5
S72	72	chr17_uc002ict.3	11	94131.62	2
S72	72	chr17_uc010cyz.2	12	638.77	2
S72	72	chr17_uc010who.3	13	12768.98	2
S73	73	chr2_uc002rvz.4	1	139214.14	4
S73	73	chr2_uc002rvy.2	2	21645.28	4
S73	73	chr2_uc010fbh.1	3	3392.82	4
S73	73	chr11_uc009yxr.1	4	117904.02	1
S73	73	chr11_uc001pkb.1	5	7050.72	1
S73	73	chr11_uc001pkc.1	6	76786.84	1
S73	73	chr11_uc001pkf.3	7	6179.52	1
S73	73	chr11_uc001pkd.4	8	22219.25	1
S73	73	chr13_uc001uub.1	9	162822.28	3
S73	73	chr16_uc002dlx.1	10	225064.95	5
S73	73	chr17_uc002ict.3	11	207059.97	2
S73	73	chr17_uc010cyz.2	12	542.17	2
S73	73	chr17_uc010who.3	13	10118.04	2
S74	74	chr2_uc002rvz.4	1	132318.19	4
S74	74	chr2_uc002rvy.2	2	23373.11	4
S74	74	chr2_uc010fbh.1	3	4345.74	4
S74	74	chr11_uc009yxr.1	4	123014.15	1
S74	74	chr11_uc001pkb.1	5	7454.11	1
S74	74	chr11_uc001pkc.1	6	90357.59	1
S74	74	chr11_uc001pkf.3	7	6926.08	1
S74	74	chr11_uc001pkd.4	8	18178.39	1
S74	74	chr13_uc001uub.1	9	175388.66	3
S74	74	chr16_uc002dlx.1	10	211104.64	5
S74	74	chr17_uc002ict.3	11	196846.23	2
S74	74	chr17_uc010cyz.2	12	745.32	2
S74	74	chr17_uc010who.3	13	9947.79	2
S75	75	chr2_uc002rvz.4	1	153028.41	4
S75	75	chr2_uc002rvy.2	2	25178.7	4
S75	75	chr2_uc010fbh.1	3	5614.07	4
S75	75	chr11_uc009yxr.1	4	129020.04	1
S75	75	chr11_uc001pkb.1	5	7690.12	1
S75	75	chr11_uc001pkc.1	6	97535.63	1
S75	75	chr11_uc001pkf.3	7	6072.51	1
S75	75	chr11_uc001pkd.4	8	15209.82	1
S75	75	chr13_uc001uub.1	9	187872.28	3
S75	75	chr16_uc002dlx.1	10	256195.02	5
S75	75	chr17_uc002ict.3	11	102995.11	2
S75	75	chr17_uc010cyz.2	12	702.74	2
S75	75	chr17_uc010who.3	13	12885.57	2
S76	76	chr2_uc002rvz.4	1	155012.89	4
S76	76	chr2_uc002rvy.2	2	22887.06	4
S76	76	chr2_uc010fbh.1	3	6635.85	4
S76	76	chr11_uc009yxr.1	4	129881.05	1
S76	76	chr11_uc001pkb.1	5	7283.4	1
S76	76	chr11_uc001pkc.1	6	98424.65	1
S76	76	chr11_uc001pkf.3	7	8285.61	1
S76	76	chr11_uc001pkd.4	8	16579.51	1
S76	76	chr13_uc001uub.1	9	180304.77	3
S76	76	chr16_uc002dlx.1	10	283235.28	5
S76	76	chr17_uc002ict.3	11	75826.06	2
S76	76	chr17_uc010cyz.2	12	616.21	2
S76	76	chr17_uc010who.3	13	15027.66	2
S77	77	chr2_uc002rvz.4	1	138697.05	4
S77	77	chr2_uc002rvy.2	2	19052.24	4
S77	77	chr2_uc010fbh.1	3	7423.62	4
S77	77	chr11_uc009yxr.1	4	113401.94	1
S77	77	chr11_uc001pkb.1	5	6463.49	1
S77	77	chr11_uc001pkc.1	6	87753.55	1
S77	77	chr11_uc001pkf.3	7	7472.52	1
S77	77	chr11_uc001pkd.4	8	85.39	1
S77	77	chr13_uc001uub.1	9	159688.73	3
S77	77	chr16_uc002dlx.1	10	232029.97	5
S77	77	chr17_uc002ict.3	11	216033.72	2
S77	77	chr17_uc010cyz.2	12	745.29	2
S77	77	chr17_uc010who.3	13	11152.49	2
S78	78	chr2_uc002rvz.4	1	139510.41	4
S78	78	chr2_uc002rvy.2	2	17106.99	4
S78	78	chr2_uc010fbh.1	3	6184.12	4
S78	78	chr11_uc009yxr.1	4	110691.59	1
S78	78	chr11_uc001pkb.1	5	6364.61	1
S78	78	chr11_uc001pkc.1	6	92715.56	1
S78	78	chr11_uc001pkf.3	7	5808.68	1
S78	78	chr11_uc001pkd.4	8	494.05	1
S78	78	chr13_uc001uub.1	9	154670.45	3
S78	78	chr16_uc002dlx.1	10	238934.73	5
S78	78	chr17_uc002ict.3	11	213177.06	2
S78	78	chr17_uc010cyz.2	12	727.87	2
S78	78	chr17_uc010who.3	13	13613.9	2
S79	79	chr2_uc002rvz.4	1	140290.02	4
S79	79	chr2_uc002rvy.2	2	19688.98	4
S79	79	chr2_uc010fbh.1	3	8230.39	4
S79	79	chr11_uc009yxr.1	4	115833.69	1
S79	79	chr11_uc001pkb.1	5	6762.11	1
S79	79	chr11_uc001pkc.1	6	78688.26	1
S79	79	chr11_uc001pkf.3	7	8048.06	1
S79	79	chr11_uc001pkd.4	8	585.97	1
S79	79	chr13_uc001uub.1	9	163820.34	3
S79	79	chr16_uc002dlx.1	10	232624.16	5
S79	79	chr17_uc002ict.3	11	213733.81	2
S79	79	chr17_uc010cyz.2	12	377.53	2
S79	79	chr17_uc010who.3	13	11316.69	2
S80	80	chr2_uc002rvz.4	1	162158.19	4
S80	80	chr2_uc002rvy.2	2	22038.77	4
S80	80	chr2_uc010fbh.1	3	4735.16	4
S80	80	chr11_uc009yxr.1	4	133050.31	1
S80	80	chr11_uc001pkb.1	5	6919.6	1
S80	80	chr11_uc001pkc.1	6	96788.32	1
S80	80	chr11_uc001pkf.3	7	8709.32	1
S80	80	chr11_uc001pkd.4	8	98.28	1
S80	80	chr13_uc001uub.1	9	188425.8	3
S80	80	chr16_uc002dlx.1	10	264982.03	5
S80	80	chr17_uc002ict.3	11	98582.16	2
S80	80	chr17_uc010cyz.2	12	677.76	2
S80	80	chr17_uc010who.3	13	12834.3	2
S81	81	chr2_uc002rvz.4	1	132746.94	4
S81	81	chr2_uc002rvy.2	2	20929.57	4
S81	81	chr2_uc010fbh.1	3	7197.61	4
S81	81	chr11_uc009yxr.1	4	116111.88	1
S81	81	chr11_uc001pkb.1	5	6600.74	1
S81	81	chr11_uc001pkc.1	6	84307.08	1
S81	81	chr11_uc001pkf.3	7	8473.71	1
S81	81	chr11_uc001pkd.4	8	423.88	1
S81	81	chr13_uc001uub.1	9	166831.97	3
S81	81	chr16_uc002dlx.1	10	228777.66	5
S81	81	chr17_uc002ict.3	11	217056.05	2
S81	81	chr17_uc010cyz.2	12	636.17	2
S81	81	chr17_uc010who.3	13	9906.74	2
S82	82	chr2_uc002rvz.4	1	162056.67	4
S82	82	chr2_uc002rvy.2	2	23688.34	4
S82	82	chr2_uc010fbh.1	3	6533.78	4
S82	82	chr11_uc009yxr.1	4	133315.27	1
S82	82	chr11_uc001pkb.1	5	6806.19	1
S82	82	chr11_uc001pkc.1	6	98897.43	1
S82	82	chr11_uc001pkf.3	7	8631.89	1
S82	82	chr11_uc001pkd.4	8	301.5	1
S82	82	chr13_uc001uub.1	9	185856.14	3
S82	82	chr16_uc002dlx.1	10	262165.16	5
